Country Name,geo,Year,Personnel in adult prison,Personnel in juvenile prison,Police officers,Professional judges
Sweden,SE,2012,,,209.75,12.36
Sweden,SE,2013,62.4,32.92,208.36,8.21
Sweden,SE,2014,62.34,33.95,201.83,8.45
Sweden,SE,2015,61.31,35.62,204.19,8.39
Sweden,SE,2016,61.8,36.39,203.28,8.32
Sweden,SE,2017,60.75,35.15,197.51,8.55
Sweden,SE,2018,59.78,35.26,198.02,8.57
Sweden,SE,2019,59,35.39,199.63,8.29
Sweden,SE,2020,65.99,36.51,202.78,8.32
Sweden,SE,2021,68.39,35.76,206.04,8.64
Sweden,SE,2022,72.41,36.41,210.3,8.79
Sweden,SE,2023,84.38,38.66,218.41,9.02
Switzerland,CH,2008,44.78,,215,16.18
Switzerland,CH,2009,,,221.48,14.14
Switzerland,CH,2010,,,221.02,14.67
Switzerland,CH,2011,,,219.35,
Switzerland,CH,2012,47.92,,221.63,15.98
Switzerland,CH,2013,,,221.62,
Switzerland,CH,2014,49.29,,218.9,
Switzerland,CH,2015,50.67,,220.33,
Switzerland,CH,2016,50.07,,219.28,15.02
Switzerland,CH,2017,52.05,,218.46,
Switzerland,CH,2018,52.99,,217.03,14.43
Switzerland,CH,2019,52.28,,220.04,
Switzerland,CH,2020,52.34,,219.87,15.14
Switzerland,CH,2021,51.99,,223.72,
Switzerland,CH,2022,53.43,,216.39,
Switzerland,CH,2023,,,213.5,
Türkiye,TR,2009,36.34,0.75,514.75,8.67
Türkiye,TR,2010,39.58,0.73,511.95,8.59
Türkiye,TR,2011,46.99,1,502.62,8.39
Türkiye,TR,2012,54.28,0.99,505.77,8.53
Türkiye,TR,2013,57.25,1.03,,9.86
Türkiye,TR,2014,59.29,1.07,,8.92
Türkiye,TR,2015,58.95,1.17,464.13,8.48
Türkiye,TR,2016,60.74,1.19,462.02,8.68
Türkiye,TR,2017,66.79,0.28,489.68,11.16
Türkiye,TR,2018,67.87,0.39,583.22,13.6
Türkiye,TR,2019,73.65,0.4,530.53,14.21
Türkiye,TR,2020,78.58,0.39,528,15
Türkiye,TR,2021,79.38,0.38,540.78,15.4
Türkiye,TR,2022,83.79,0.37,545.07,15.28
Türkiye,TR,2023,82.86,2.29,566.19,15.99
